tenTram,ngay,rain,rain_max_intensity,rain_hours,rain_lag1,rain_lag2,rain_lag3,rain_lag7,rain_roll3,rain_roll7,rain_mean3,rain_mean7
Hóc Môn,2021-03-05,0.0,0.0,0,0.0,0.7999999999999999,0.2,0.4,0.7999999999999857,2.3000000000000003,0.2666666666666619,0.3285714285714286
Hóc Môn,2021-03-06,0.0,0.0,0,0.0,0.0,0.7999999999999999,0.6,0.0,1.7000000000000002,0.0,0.24285714285714288
Hóc Môn,2021-03-07,0.2,0.2,1,0.0,0.0,0.0,0.6000000000000001,0.1999999999999858,1.3,0.06666666666666193,0.18571428571428572
Hóc Môn,2021-03-08,0.0,0.0,0,0.2,0.0,0.0,0.1,0.1999999999999858,1.2,0.06666666666666193,0.17142857142857143
Hóc Môn,2021-03-09,0.9,0.4,4,0.0,0.2,0.0,0.2,1.0999999999999859,1.9,0.366666666666662,0.2714285714285714
Hóc Môn,2021-03-10,0.1,0.1,1,0.9,0.0,0.2,0.7999999999999999,0.9999999999999858,1.2000000000000002,0.3333333333333286,0.17142857142857146
Hóc Môn,2021-03-11,0.0,0.0,0,0.1,0.9,0.0,0.0,0.9999999999999858,1.2000000000000002,0.3333333333333286,0.17142857142857146
Hóc Môn,2021-03-12,0.5,0.3,2,0.0,0.1,0.9,0.0,0.5999999999999857,1.7000000000000002,0.1999999999999952,0.24285714285714288
Hóc Môn,2021-03-13,0.1,0.1,1,0.5,0.0,0.1,0.0,0.5999999999999857,1.8,0.1999999999999952,0.2571428571428572
Hóc Môn,2021-03-14,0.1,0.1,1,0.1,0.5,0.0,0.2,0.6999999999999857,1.7,0.2333333333333286,0.24285714285714285
Hóc Môn,2021-03-15,0.0,0.0,0,0.1,0.1,0.5,0.0,0.1999999999999857,1.7,0.06666666666666189,0.24285714285714285
Hóc Môn,2021-03-16,0.0,0.0,0,0.0,0.1,0.1,0.9,0.09999999999998568,0.8,0.03333333333332856,0.1142857142857143
Hóc Môn,2021-03-17,0.0,0.0,0,0.0,0.0,0.1,0.1,0.0,0.7,0.0,0.09999999999999999
Hóc Môn,2021-03-18,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.09999999999999999
Hóc Môn,2021-03-19,0.0,0.0,0,0.0,0.0,0.0,0.5,0.0,0.2,0.0,0.028571428571428574
Hóc Môn,2021-03-20,1.3,0.5,5,0.0,0.0,0.0,0.1,1.2999999999999856,1.4000000000000001,0.4333333333333285,0.2
Hóc Môn,2021-03-21,2.0,0.9,6,1.3,0.0,0.0,0.1,3.2999999999999856,3.3,1.0999999999999952,0.4714285714285714
Hóc Môn,2021-03-22,0.1,0.1,1,2.0,1.3,0.0,0.0,3.3999999999999857,3.4,1.1333333333333286,0.4857142857142857
Hóc Môn,2021-03-23,0.2,0.1,2,0.1,2.0,1.3,0.0,2.299999999999985,3.6,0.7666666666666617,0.5142857142857143
Hóc Môn,2021-03-24,1.2,0.6,3,0.2,0.1,2.0,0.0,1.4999999999999856,4.8,0.49999999999999517,0.6857142857142857
Hóc Môn,2021-03-25,1.1,0.4,6,1.2,0.2,0.1,0.0,2.499999999999986,5.9,0.8333333333333286,0.8428571428571429
Hóc Môn,2021-03-26,0.30000000000000004,0.2,2,1.1,1.2,0.2,0.0,2.599999999999986,6.2,0.8666666666666619,0.8857142857142858
Hóc Môn,2021-03-27,0.30000000000000004,0.2,2,0.30000000000000004,1.1,1.2,1.3,1.6999999999999857,5.2,0.5666666666666619,0.7428571428571429
Hóc Môn,2021-03-28,0.0,0.0,0,0.30000000000000004,0.30000000000000004,1.1,2.0,0.5999999999999857,3.2,0.1999999999999952,0.4571428571428572
Hóc Môn,2021-03-29,0.1,0.1,1,0.0,0.30000000000000004,0.30000000000000004,0.1,0.3999999999999856,3.2,0.13333333333332853,0.4571428571428572
Hóc Môn,2021-03-30,0.2,0.1,2,0.1,0.0,0.30000000000000004,0.2,0.2999999999999856,3.2000000000000006,0.0999999999999952,0.45714285714285724
Hóc Môn,2021-03-31,0.0,0.0,0,0.2,0.1,0.0,1.2,0.2999999999999856,2.0000000000000004,0.0999999999999952,0.28571428571428575
Hóc Môn,2021-04-01,0.2,0.1,2,0.0,0.2,0.1,1.1,0.3999999999999856,1.1000000000000003,0.13333333333332853,0.1571428571428572
Hóc Môn,2021-04-02,7.0,1.1,16,0.2,0.0,0.2,0.30000000000000004,7.199999999999986,7.800000000000001,2.3999999999999955,1.1142857142857143
Hóc Môn,2021-04-03,6.9,1.9,11,7.0,0.2,0.0,0.30000000000000004,14.099999999999987,14.400000000000002,4.699999999999996,2.0571428571428574
Hóc Môn,2021-04-04,9.2,4.5,7,6.9,7.0,0.2,0.0,23.099999999999987,23.6,7.699999999999996,3.3714285714285714
Hóc Môn,2021-04-05,0.30000000000000004,0.1,3,9.2,6.9,7.0,0.1,16.399999999999988,23.8,5.466666666666662,3.4
Hóc Môn,2021-04-06,0.0,0.0,0,0.30000000000000004,9.2,6.9,0.2,9.499999999999986,23.6,3.166666666666662,3.3714285714285714
Hóc Môn,2021-04-07,0.2,0.2,1,0.0,0.30000000000000004,9.2,0.0,0.49999999999998584,23.8,0.16666666666666194,3.4
Hóc Môn,2021-04-08,0.30000000000000004,0.2,2,0.2,0.0,0.30000000000000004,0.2,0.49999999999998584,23.900000000000002,0.16666666666666194,3.4142857142857146
Hóc Môn,2021-04-09,4.7,1.9,10,0.30000000000000004,0.2,0.0,7.0,5.199999999999986,21.6,1.7333333333333287,3.085714285714286
Hóc Môn,2021-04-10,2.6,0.5,11,4.7,0.30000000000000004,0.2,6.9,7.599999999999985,17.3,2.5333333333333283,2.4714285714285715
Hóc Môn,2021-04-11,0.4,0.2,3,2.6,4.7,0.30000000000000004,9.2,7.699999999999986,8.500000000000002,2.566666666666662,1.2142857142857146
Hóc Môn,2021-04-12,1.3,1.1,3,0.4,2.6,4.7,0.30000000000000004,4.2999999999999865,9.500000000000002,1.433333333333329,1.3571428571428574
Hóc Môn,2021-04-13,2.0,0.8,6,1.3,0.4,2.6,0.0,3.699999999999986,11.500000000000002,1.2333333333333287,1.642857142857143
Hóc Môn,2021-04-14,6.5,2.5,18,2.0,1.3,0.4,0.2,9.799999999999986,17.800000000000004,3.266666666666662,2.5428571428571436
Hóc Môn,2021-04-15,56.2,12.3,15,6.5,2.0,1.3,0.30000000000000004,64.69999999999999,73.7,21.566666666666663,10.528571428571428
Hóc Môn,2021-04-16,12.1,2.4,17,56.2,6.5,2.0,4.7,74.79999999999998,81.1,24.933333333333326,11.585714285714285
Hóc Môn,2021-04-17,17.7,5.1,16,12.1,56.2,6.5,2.6,85.99999999999999,96.2,28.66666666666666,13.742857142857144
Hóc Môn,2021-04-18,14.700000000000001,8.8,12,17.7,12.1,56.2,0.4,44.499999999999986,110.5,14.833333333333329,15.785714285714286
Hóc Môn,2021-04-19,9.8,3.4,11,14.700000000000001,17.7,12.1,1.3,42.19999999999998,119.0,14.066666666666661,17.0
Hóc Môn,2021-04-20,3.0,2.0,5,9.8,14.700000000000001,17.7,2.0,27.499999999999986,120.0,9.166666666666663,17.142857142857142
Hóc Môn,2021-04-21,7.2,3.5,9,3.0,9.8,14.700000000000001,6.5,19.999999999999986,120.7,6.666666666666662,17.242857142857144
Hóc Môn,2021-04-22,19.8,4.4,20,7.2,3.0,9.8,56.2,29.999999999999986,84.3,9.999999999999995,12.042857142857143
Hóc Môn,2021-04-23,24.7,8.6,13,19.8,7.2,3.0,12.1,51.69999999999999,96.9,17.23333333333333,13.842857142857143
Hóc Môn,2021-04-24,8.6,7.4,6,24.7,19.8,7.2,17.7,53.09999999999998,87.8,17.699999999999992,12.542857142857143
Hóc Môn,2021-04-25,9.1,7.0,10,8.6,24.7,19.8,14.700000000000001,42.399999999999984,82.2,14.133333333333328,11.742857142857144
Hóc Môn,2021-04-26,0.6,0.3,4,9.1,8.6,24.7,9.8,18.299999999999986,73.0,6.099999999999995,10.428571428571429
Hóc Môn,2021-04-27,9.8,2.8,18,0.6,9.1,8.6,3.0,19.499999999999986,79.8,6.499999999999996,11.4
Hóc Môn,2021-04-28,4.3,2.8,7,9.8,0.6,9.1,7.2,14.699999999999985,76.9,4.899999999999995,10.985714285714286
Hóc Môn,2021-04-29,0.2,0.1,2,4.3,9.8,0.6,19.8,14.299999999999986,57.300000000000004,4.766666666666662,8.185714285714287
Hóc Môn,2021-04-30,0.2,0.1,2,0.2,4.3,9.8,24.7,4.699999999999986,32.8,1.566666666666662,4.685714285714285
Hóc Môn,2021-05-01,5.1,1.6,10,0.2,0.2,4.3,8.6,5.499999999999986,29.299999999999997,1.8333333333333286,4.185714285714285
Hóc Môn,2021-05-02,0.2,0.1,2,5.1,0.2,0.2,9.1,5.499999999999986,20.4,1.8333333333333286,2.914285714285714
Hóc Môn,2021-05-03,0.6000000000000001,0.2,5,0.2,5.1,0.2,0.6,5.899999999999985,20.4,1.9666666666666617,2.914285714285714
Hóc Môn,2021-05-04,0.2,0.1,2,0.6000000000000001,0.2,5.1,9.8,0.9999999999999858,10.8,0.3333333333333286,1.542857142857143
Hóc Môn,2021-05-05,1.2000000000000002,1.0,3,0.2,0.6000000000000001,0.2,4.3,1.999999999999986,7.7,0.666666666666662,1.1
Hóc Môn,2021-05-06,1.9000000000000001,1.0,8,1.2000000000000002,0.2,0.6000000000000001,0.2,3.299999999999986,9.4,1.0999999999999954,1.342857142857143
Hóc Môn,2021-05-07,1.0,0.5,4,1.9000000000000001,1.2000000000000002,0.2,0.2,4.099999999999985,10.200000000000001,1.3666666666666618,1.4571428571428573
Hóc Môn,2021-05-08,2.3,1.9,4,1.0,1.9000000000000001,1.2000000000000002,5.1,5.199999999999985,7.4,1.7333333333333283,1.0571428571428572
Hóc Môn,2021-05-09,5.8,3.0,6,2.3,1.0,1.9000000000000001,0.2,9.099999999999985,13.0,3.0333333333333283,1.8571428571428572
Hóc Môn,2021-05-10,1.0,0.3,6,5.8,2.3,1.0,0.6000000000000001,9.099999999999985,13.4,3.0333333333333283,1.9142857142857144
Hóc Môn,2021-05-11,1.1,0.6,6,1.0,5.8,2.3,0.2,7.899999999999986,14.299999999999999,2.633333333333329,2.0428571428571427
Hóc Môn,2021-05-12,5.2,4.0,8,1.1,1.0,5.8,1.2000000000000002,7.299999999999986,18.3,2.4333333333333287,2.6142857142857143
Hóc Môn,2021-05-13,4.5,1.1,15,5.2,1.1,1.0,1.9000000000000001,10.799999999999986,20.900000000000002,3.5999999999999956,2.985714285714286
Hóc Môn,2021-05-14,4.1,1.9,7,4.5,5.2,1.1,1.0,13.799999999999986,24.0,4.599999999999995,3.4285714285714284
Hóc Môn,2021-05-15,6.5,3.6,8,4.1,4.5,5.2,2.3,15.099999999999984,28.200000000000003,5.033333333333328,4.028571428571429
Hóc Môn,2021-05-16,2.4000000000000004,1.1,10,6.5,4.1,4.5,5.8,12.999999999999986,24.8,4.333333333333329,3.542857142857143
Hóc Môn,2021-05-17,24.3,6.5,19,2.4000000000000004,6.5,4.1,1.0,33.19999999999999,48.1,11.066666666666663,6.871428571428572
Hóc Môn,2021-05-18,6.9,2.4,12,24.3,2.4000000000000004,6.5,1.1,33.59999999999999,53.9,11.199999999999996,7.7
Hóc Môn,2021-05-19,22.700000000000003,8.8,10,6.9,24.3,2.4000000000000004,5.2,53.89999999999999,71.4,17.966666666666665,10.200000000000001
Hóc Môn,2021-05-20,10.700000000000001,3.8,12,22.700000000000003,6.9,24.3,4.5,40.29999999999999,77.60000000000001,13.43333333333333,11.085714285714287
Hóc Môn,2021-05-21,19.9,4.4,19,10.700000000000001,22.700000000000003,6.9,4.1,53.29999999999999,93.4,17.766666666666662,13.342857142857143
Hóc Môn,2021-05-22,17.9,4.4,20,19.9,10.700000000000001,22.700000000000003,6.5,48.499999999999986,104.8,16.16666666666666,14.971428571428572
Hóc Môn,2021-05-23,24.0,9.1,17,17.9,19.9,10.700000000000001,2.4000000000000004,61.79999999999998,126.4,20.599999999999994,18.057142857142857
Hóc Môn,2021-05-24,6.300000000000001,1.3,18,24.0,17.9,19.9,24.3,48.19999999999999,108.39999999999999,16.066666666666663,15.485714285714284
Hóc Môn,2021-05-25,83.8,16.3,22,6.300000000000001,24.0,17.9,6.9,114.1,185.3,38.03333333333333,26.47142857142857
Hóc Môn,2021-05-26,13.7,2.3,19,83.8,6.300000000000001,24.0,22.700000000000003,103.79999999999998,176.3,34.599999999999994,25.185714285714287
Hóc Môn,2021-05-27,21.2,13.8,10,13.7,83.8,6.300000000000001,10.700000000000001,118.69999999999999,186.79999999999998,39.56666666666666,26.685714285714283
Hóc Môn,2021-05-28,2.3,1.1,8,21.2,13.7,83.8,19.9,37.19999999999998,169.2,12.399999999999993,24.17142857142857
Hóc Môn,2021-05-29,3.1,1.9,7,2.3,21.2,13.7,17.9,26.599999999999984,154.4,8.866666666666662,22.057142857142857
Hóc Môn,2021-05-30,0.8,0.5,4,3.1,2.3,21.2,24.0,6.199999999999986,131.2,2.066666666666662,18.74285714285714
Hóc Môn,2021-05-31,3.4,1.8,9,0.8,3.1,2.3,6.300000000000001,7.299999999999986,128.29999999999998,2.4333333333333287,18.328571428571426
Hóc Môn,2021-06-01,6.4,3.4,10,3.4,0.8,3.1,83.8,10.599999999999985,50.9,3.5333333333333283,7.271428571428571
Hóc Môn,2021-06-02,4.2,2.0,9,6.4,3.4,0.8,13.7,13.999999999999986,41.400000000000006,4.666666666666662,5.9142857142857155
Hóc Môn,2021-06-03,5.7,1.4,6,4.2,6.4,3.4,21.2,16.299999999999986,25.9,5.433333333333329,3.6999999999999997
Hóc Môn,2021-06-04,0.0,0.0,0,5.7,4.2,6.4,2.3,9.899999999999986,23.6,3.2999999999999954,3.3714285714285714
Hóc Môn,2021-06-05,5.7,1.7,9,0.0,5.7,4.2,3.1,11.399999999999986,26.200000000000003,3.7999999999999954,3.7428571428571433
Hóc Môn,2021-06-06,2.0,1.4,3,5.7,0.0,5.7,0.8,7.699999999999986,27.400000000000002,2.566666666666662,3.9142857142857146
Hóc Môn,2021-06-07,9.1,3.8,13,2.0,5.7,0.0,3.4,16.799999999999986,33.099999999999994,5.599999999999995,4.728571428571428
Hóc Môn,2021-06-08,7.9,1.5,19,9.1,2.0,5.7,6.4,18.999999999999986,34.6,6.333333333333329,4.942857142857143
Hóc Môn,2021-06-09,7.3999999999999995,4.0,13,7.9,9.1,2.0,4.2,24.399999999999984,37.8,8.133333333333328,5.3999999999999995
Hóc Môn,2021-06-10,21.2,7.2,16,7.3999999999999995,7.9,9.1,5.7,36.499999999999986,53.3,12.166666666666663,7.614285714285714
Hóc Môn,2021-06-11,6.699999999999999,2.8,8,21.2,7.3999999999999995,7.9,0.0,35.29999999999998,60.0,11.76666666666666,8.571428571428571
Hóc Môn,2021-06-12,11.0,2.2,15,6.699999999999999,21.2,7.3999999999999995,5.7,38.89999999999998,65.3,12.96666666666666,9.328571428571427
Hóc Môn,2021-06-13,0.30000000000000004,0.1,3,11.0,6.699999999999999,21.2,2.0,17.999999999999982,63.6,5.999999999999994,9.085714285714285
Hóc Môn,2021-06-14,3.0,1.3,6,0.30000000000000004,11.0,6.699999999999999,9.1,14.299999999999983,57.5,4.766666666666661,8.214285714285714
Hóc Môn,2021-06-15,9.8,4.5,7,3.0,0.30000000000000004,11.0,7.9,13.099999999999984,59.400000000000006,4.366666666666661,8.485714285714286
Hóc Môn,2021-06-16,11.5,2.3,18,9.8,3.0,0.30000000000000004,7.3999999999999995,24.299999999999983,63.5,8.099999999999994,9.071428571428571
Hóc Môn,2021-06-17,0.30000000000000004,0.2,2,11.5,9.8,3.0,21.2,21.599999999999984,42.6,7.199999999999995,6.085714285714286
Hóc Môn,2021-06-18,2.2,1.1,4,0.30000000000000004,11.5,9.8,6.699999999999999,13.999999999999982,38.10000000000001,4.666666666666661,5.442857142857144
Hóc Môn,2021-06-19,6.8,3.6,8,2.2,0.30000000000000004,11.5,11.0,9.299999999999983,33.9,3.0999999999999943,4.8428571428571425
Hóc Môn,2021-06-20,31.0,13.2,9,6.8,2.2,0.30000000000000004,0.30000000000000004,39.999999999999986,64.60000000000001,13.333333333333329,9.22857142857143
Hóc Môn,2021-06-21,11.3,4.0,7,31.0,6.8,2.2,3.0,49.09999999999998,72.9,16.36666666666666,10.414285714285715
Hóc Môn,2021-06-22,11.5,6.1,7,11.3,31.0,6.8,9.8,53.79999999999998,74.6,17.933333333333326,10.657142857142857
Hóc Môn,2021-06-23,11.1,4.1,7,11.5,11.3,31.0,11.5,33.899999999999984,74.2,11.299999999999995,10.6
Hóc Môn,2021-06-24,10.2,7.8,10,11.1,11.5,11.3,0.30000000000000004,32.79999999999998,84.10000000000001,10.933333333333328,12.014285714285716
Hóc Môn,2021-06-25,1.8,1.3,6,10.2,11.1,11.5,2.2,23.09999999999998,83.7,7.699999999999993,11.957142857142857
Hóc Môn,2021-06-26,0.7,0.3,5,1.8,10.2,11.1,6.8,12.699999999999982,77.60000000000001,4.233333333333327,11.085714285714287
Hóc Môn,2021-06-27,0.9000000000000001,0.4,5,0.7,1.8,10.2,31.0,3.3999999999999826,47.5,1.1333333333333275,6.785714285714286
Hóc Môn,2021-06-28,3.4,2.0,6,0.9000000000000001,0.7,1.8,11.3,4.999999999999982,39.6,1.6666666666666607,5.6571428571428575
Hóc Môn,2021-06-29,1.4,0.6,6,3.4,0.9000000000000001,0.7,11.5,5.6999999999999815,29.5,1.899999999999994,4.214285714285714
Hóc Môn,2021-06-30,9.6,4.2,10,1.4,3.4,0.9000000000000001,11.1,14.39999999999998,27.999999999999996,4.799999999999994,3.9999999999999996
Hóc Môn,2021-07-01,5.1000000000000005,4.4,8,9.6,1.4,3.4,10.2,16.099999999999984,22.9,5.366666666666661,3.2714285714285714
Hóc Môn,2021-07-02,0.30000000000000004,0.2,2,5.1000000000000005,9.6,1.4,1.8,14.999999999999982,21.400000000000002,4.999999999999994,3.0571428571428574
Hóc Môn,2021-07-03,0.2,0.2,1,0.30000000000000004,5.1000000000000005,9.6,0.7,5.599999999999983,20.900000000000002,1.866666666666661,2.985714285714286
Hóc Môn,2021-07-04,7.4,4.2,7,0.2,0.30000000000000004,5.1000000000000005,0.9000000000000001,7.899999999999983,27.4,2.6333333333333275,3.914285714285714
Hóc Môn,2021-07-05,18.8,10.4,12,7.4,0.2,0.30000000000000004,3.4,26.399999999999984,42.8,8.799999999999995,6.114285714285714
Hóc Môn,2021-07-06,11.0,3.4,11,18.8,7.4,0.2,1.4,37.19999999999999,52.400000000000006,12.399999999999997,7.485714285714287
Hóc Môn,2021-07-07,12.6,2.7,14,11.0,18.8,7.4,9.6,42.399999999999984,55.4,14.133333333333328,7.914285714285714
Hóc Môn,2021-07-08,15.5,2.9,18,12.6,11.0,18.8,5.1000000000000005,39.09999999999998,65.8,13.033333333333326,9.4
Hóc Môn,2021-07-09,13.1,2.0,21,15.5,12.6,11.0,0.30000000000000004,41.19999999999998,78.6,13.733333333333327,11.228571428571428
Hóc Môn,2021-07-10,10.8,3.0,12,13.1,15.5,12.6,0.2,39.39999999999998,89.2,13.133333333333326,12.742857142857144
Hóc Môn,2021-07-11,12.1,4.1,11,10.8,13.1,15.5,7.4,35.99999999999998,93.89999999999999,11.999999999999993,13.414285714285713
Hóc Môn,2021-07-12,10.4,5.3,6,12.1,10.8,13.1,18.8,33.29999999999998,85.5,11.099999999999994,12.214285714285714
Hóc Môn,2021-07-13,12.9,4.5,17,10.4,12.1,10.8,11.0,35.399999999999984,87.39999999999999,11.799999999999995,12.485714285714284
Hóc Môn,2021-07-14,27.599999999999998,10.7,20,12.9,10.4,12.1,12.6,50.89999999999998,102.4,16.966666666666658,14.62857142857143
Hóc Môn,2021-07-15,29.1,4.5,19,27.599999999999998,12.9,10.4,15.5,69.59999999999998,116.0,23.199999999999992,16.571428571428573
Hóc Môn,2021-07-16,2.3,1.5,3,29.1,27.599999999999998,12.9,13.1,58.99999999999998,105.2,19.66666666666666,15.028571428571428
Hóc Môn,2021-07-17,6.0,2.3,8,2.3,29.1,27.599999999999998,10.8,37.39999999999998,100.39999999999999,12.46666666666666,14.342857142857142
Hóc Môn,2021-07-18,25.5,9.3,18,6.0,2.3,29.1,12.1,33.79999999999998,113.8,11.26666666666666,16.257142857142856
Hóc Môn,2021-07-19,2.2,0.8,4,25.5,6.0,2.3,10.4,33.69999999999998,105.6,11.233333333333327,15.085714285714285
Hóc Môn,2021-07-20,5.1,2.8,4,2.2,25.5,6.0,12.9,32.799999999999976,97.8,10.933333333333325,13.971428571428572
Hóc Môn,2021-07-21,7.6,3.0,8,5.1,2.2,25.5,27.599999999999998,14.899999999999977,77.8,4.966666666666659,11.114285714285714
Hóc Môn,2021-07-22,0.9,0.3,5,7.6,5.1,2.2,29.1,13.599999999999978,49.6,4.533333333333326,7.085714285714286
Hóc Môn,2021-07-23,5.8,2.8,8,0.9,7.6,5.1,2.3,14.29999999999998,53.1,4.7666666666666595,7.585714285714286
Hóc Môn,2021-07-24,2.6,1.0,4,5.8,0.9,7.6,6.0,9.29999999999998,49.7,3.099999999999993,7.1000000000000005
Hóc Môn,2021-07-25,5.4,1.9,11,2.6,5.8,0.9,25.5,13.79999999999998,29.6,4.599999999999993,4.228571428571429
Hóc Môn,2021-07-26,3.5000000000000004,2.2,7,5.4,2.6,5.8,2.2,11.49999999999998,30.900000000000002,3.833333333333327,4.414285714285715
Hóc Môn,2021-07-27,5.2,1.5,7,3.5000000000000004,5.4,2.6,5.1,14.09999999999998,31.0,4.699999999999993,4.428571428571429
Hóc Môn,2021-07-28,11.7,4.4,7,5.2,3.5000000000000004,5.4,7.6,20.399999999999977,35.1,6.799999999999993,5.014285714285714
Hóc Môn,2021-07-29,19.599999999999998,4.6,16,11.7,5.2,3.5000000000000004,0.9,36.49999999999998,53.8,12.166666666666659,7.685714285714285
Hóc Môn,2021-07-30,17.1,4.6,16,19.599999999999998,11.7,5.2,5.8,48.39999999999998,65.1,16.133333333333326,9.299999999999999
Hóc Môn,2021-07-31,10.5,3.4,8,17.1,19.599999999999998,11.7,2.6,47.19999999999998,73.0,15.733333333333327,10.428571428571429
Hóc Môn,2021-08-01,3.5,3.1,4,10.5,17.1,19.599999999999998,5.4,31.09999999999998,71.10000000000001,10.36666666666666,10.157142857142858
Hóc Môn,2021-08-02,5.0,1.7,9,3.5,10.5,17.1,3.5000000000000004,18.99999999999998,72.60000000000001,6.333333333333326,10.371428571428572
Hóc Môn,2021-08-03,2.2,0.8,8,5.0,3.5,10.5,5.2,10.699999999999978,69.60000000000001,3.5666666666666593,9.942857142857145
Hóc Môn,2021-08-04,5.300000000000001,3.0,5,2.2,5.0,3.5,11.7,12.499999999999979,63.2,4.16666666666666,9.028571428571428
Hóc Môn,2021-08-05,5.8999999999999995,3.8,8,5.300000000000001,2.2,5.0,19.599999999999998,13.399999999999979,49.50000000000001,4.46666666666666,7.071428571428572
Hóc Môn,2021-08-06,2.4,1.0,8,5.8999999999999995,5.300000000000001,2.2,17.1,13.599999999999978,34.800000000000004,4.533333333333326,4.971428571428572
Hóc Môn,2021-08-07,5.2,3.8,8,2.4,5.8999999999999995,5.300000000000001,10.5,13.499999999999979,29.5,4.499999999999993,4.214285714285714
Hóc Môn,2021-08-08,5.9,3.9,8,5.2,2.4,5.8999999999999995,3.5,13.499999999999979,31.9,4.499999999999993,4.557142857142857
Hóc Môn,2021-08-09,3.7,1.9,11,5.9,5.2,2.4,5.0,14.79999999999998,30.6,4.9333333333333265,4.371428571428572
Hóc Môn,2021-08-10,10.1,2.1,14,3.7,5.9,5.2,2.2,19.699999999999978,38.5,6.566666666666659,5.5
Hóc Môn,2021-08-11,12.9,6.0,12,10.1,3.7,5.9,5.300000000000001,26.699999999999978,46.099999999999994,8.899999999999993,6.5857142857142845
Hóc Môn,2021-08-12,11.3,3.9,10,12.9,10.1,3.7,5.8999999999999995,34.29999999999998,51.5,11.433333333333328,7.357142857142857
Hóc Môn,2021-08-13,16.5,10.6,12,11.3,12.9,10.1,2.4,40.699999999999974,65.6,13.566666666666658,9.37142857142857
Hóc Môn,2021-08-14,16.0,5.9,16,16.5,11.3,12.9,5.2,43.79999999999998,76.4,14.599999999999994,10.914285714285715
Hóc Môn,2021-08-15,0.0,0.0,0,16.0,16.5,11.3,5.9,32.49999999999997,70.5,10.833333333333323,10.071428571428571
Hóc Môn,2021-08-16,3.5,1.4,9,0.0,16.0,16.5,3.7,19.499999999999975,70.30000000000001,6.499999999999992,10.042857142857144
Hóc Môn,2021-08-17,16.6,6.2,16,3.5,0.0,16.0,10.1,20.099999999999977,76.80000000000001,6.699999999999992,10.971428571428573
Hóc Môn,2021-08-18,12.8,3.1,9,16.6,3.5,0.0,12.9,32.89999999999998,76.7,10.96666666666666,10.957142857142857
Hóc Môn,2021-08-19,14.8,3.2,19,12.8,16.6,3.5,11.3,44.199999999999974,80.20000000000002,14.733333333333325,11.457142857142859
Hóc Môn,2021-08-20,10.700000000000001,4.9,14,14.8,12.8,16.6,16.5,38.299999999999976,74.4,12.766666666666659,10.62857142857143
Hóc Môn,2021-08-21,1.2,0.5,8,10.700000000000001,14.8,12.8,16.0,26.699999999999978,59.6,8.899999999999993,8.514285714285714
Hóc Môn,2021-08-22,6.1,2.8,9,1.2,10.700000000000001,14.8,0.0,17.999999999999975,65.7,5.999999999999992,9.385714285714286
Hóc Môn,2021-08-23,16.5,6.7,13,6.1,1.2,10.700000000000001,3.5,23.799999999999976,78.7,7.933333333333326,11.242857142857144
Hóc Môn,2021-08-24,15.4,4.3,11,16.5,6.1,1.2,16.6,37.99999999999998,77.5,12.666666666666659,11.071428571428571
Hóc Môn,2021-08-25,13.4,4.5,16,15.4,16.5,6.1,12.8,45.299999999999976,78.10000000000001,15.099999999999993,11.157142857142858
Hóc Môn,2021-08-26,24.900000000000002,12.1,24,13.4,15.4,16.5,14.8,53.699999999999974,88.2,17.89999999999999,12.6
Hóc Môn,2021-08-27,31.900000000000002,13.8,13,24.900000000000002,13.4,15.4,10.700000000000001,70.19999999999999,109.4,23.399999999999995,15.62857142857143
Hóc Môn,2021-08-28,16.5,3.4,20,31.900000000000002,24.900000000000002,13.4,1.2,73.29999999999998,124.7,24.433333333333326,17.814285714285713
Hóc Môn,2021-08-29,44.8,13.7,20,16.5,31.900000000000002,24.900000000000002,6.1,93.19999999999997,163.4,31.06666666666666,23.342857142857145
Hóc Môn,2021-08-30,21.3,7.9,18,44.8,16.5,31.900000000000002,16.5,82.59999999999997,168.20000000000002,27.53333333333332,24.028571428571432
Hóc Môn,2021-08-31,23.2,8.3,13,21.3,44.8,16.5,15.4,89.29999999999997,176.0,29.766666666666655,25.142857142857142
Hóc Môn,2021-09-01,10.7,2.6,15,23.2,21.3,44.8,13.4,55.199999999999974,173.29999999999998,18.39999999999999,24.757142857142856
Hóc Môn,2021-09-02,28.3,9.5,19,10.7,23.2,21.3,24.900000000000002,62.199999999999974,176.7,20.733333333333324,25.24285714285714
Hóc Môn,2021-09-03,12.7,2.1,18,28.3,10.7,23.2,31.900000000000002,51.699999999999974,157.5,17.233333333333324,22.5
Hóc Môn,2021-09-04,24.3,5.5,23,12.7,28.3,10.7,16.5,65.29999999999997,165.3,21.766666666666655,23.614285714285717
Hóc Môn,2021-09-05,19.4,4.2,22,24.3,12.7,28.3,44.8,56.39999999999997,139.9,18.79999999999999,19.985714285714288
Hóc Môn,2021-09-06,13.4,8.9,10,19.4,24.3,12.7,21.3,57.09999999999997,132.0,19.033333333333324,18.857142857142858
Hóc Môn,2021-09-07,21.200000000000003,13.8,16,13.4,19.4,24.3,23.2,53.99999999999997,130.0,17.99999999999999,18.571428571428573
Hóc Môn,2021-09-08,7.999999999999999,4.6,9,21.200000000000003,13.4,19.4,10.7,42.59999999999997,127.3,14.19999999999999,18.185714285714287
