"Date Time, GMT+07:00","Water Level, meters"
2022-09-29 13:50:00,-0.4298456599403997
2022-09-29 13:55:00,-0.4588456599403996
2022-09-29 14:00:00,-0.48184565994039974
2022-09-29 14:05:00,-0.5058456599403998
2022-09-29 14:10:00,-0.5268456599403997
2022-09-29 14:15:00,-0.5508456599403997
2022-09-29 14:20:00,-0.5768456599403997
2022-09-29 14:25:00,-0.6028456599403997
2022-09-29 14:30:00,-0.6298456599403996
2022-09-29 14:35:00,-0.6558456599403997
2022-09-29 14:40:00,-0.6798456599403997
2022-09-29 14:45:00,-0.7018456599403997
2022-09-29 14:50:00,-0.7268456599403997
2022-09-29 14:55:00,-0.7468456599403996
2022-09-29 15:00:00,-0.7688456599403997
2022-09-29 15:05:00,-0.7848456599403997
2022-09-29 15:10:00,-0.7988456599403997
2022-09-29 15:15:00,-0.8128456599403997
2022-09-29 15:20:00,-0.8178456599403997
2022-09-29 15:25:00,-0.8208456599403997
2022-09-29 15:30:00,-0.8158456599403997
2022-09-29 15:35:00,-0.8048456599403997
2022-09-29 15:40:00,-0.7858456599403997
2022-09-29 15:45:00,-0.7618456599403997
2022-09-29 15:50:00,-0.7248456599403997
2022-09-29 15:55:00,-0.6778456599403997
2022-09-29 16:00:00,-0.6208456599403998
2022-09-29 16:05:00,-0.5638456599403996
2022-09-29 16:10:00,-0.5048456599403996
2022-09-29 16:15:00,-0.4498456599403997
2022-09-29 16:20:00,-0.3968456599403998
2022-09-29 16:25:00,-0.34484565994039973
2022-09-29 16:30:00,-0.2938456599403998
2022-09-29 16:35:00,-0.24484565994039964
2022-09-29 16:40:00,-0.1978456599403997
2022-09-29 16:45:00,-0.15284565994039978
2022-09-29 16:50:00,-0.10884565994039974
2022-09-29 16:55:00,-0.07284565994039971
2022-09-29 17:00:00,-0.04184565994039979
2022-09-29 17:05:00,-0.012845659940399656
2022-09-29 17:10:00,0.013154340059600367
2022-09-29 17:15:00,0.04315434005960039
2022-09-29 17:20:00,0.07115434005960042
2022-09-29 17:25:00,0.09815434005960033
2022-09-29 17:30:00,0.12615434005960036
2022-09-29 17:35:00,0.14915434005960027
2022-09-29 17:40:00,0.1761543400596004
2022-09-29 17:45:00,0.2041543400596002
2022-09-29 17:50:00,0.23415434005960023
2022-09-29 17:55:00,0.26215434005960025
2022-09-29 18:00:00,0.2941543400596003
2022-09-29 18:05:00,0.3221543400596003
2022-09-29 18:10:00,0.34815434005960033
2022-09-29 18:15:00,0.37115434005960046
2022-09-29 18:20:00,0.3951543400596005
2022-09-29 18:25:00,0.4161543400596004
2022-09-29 18:30:00,0.4401543400596004
2022-09-29 18:35:00,0.4631543400596001
2022-09-29 18:40:00,0.48215434005960023
2022-09-29 18:45:00,0.5041543400596005
2022-09-29 18:50:00,0.5261543400596003
2022-09-29 18:55:00,0.5441543400596005
2022-09-29 19:00:00,0.5661543400596003
2022-09-29 19:05:00,0.5841543400596001
2022-09-29 19:10:00,0.6031543400596002
2022-09-29 19:15:00,0.6231543400596002
2022-09-29 19:20:00,0.6401543400596001
2022-09-29 19:25:00,0.6581543400596004
2022-09-29 19:30:00,0.6741543400596004
2022-09-29 19:35:00,0.7001543400596002
2022-09-29 19:40:00,0.7181543400596004
2022-09-29 19:45:00,0.7311543400596003
2022-09-29 19:50:00,0.7481543400596002
2022-09-29 19:55:00,0.7611543400596001
2022-09-29 20:00:00,0.7731543400596002
2022-09-29 20:05:00,0.7881543400596003
2022-09-29 20:10:00,0.8031543400596004
2022-09-29 20:15:00,0.8151543400596004
2022-09-29 20:20:00,0.8261543400596005
2022-09-29 20:25:00,0.8371543400596002
2022-09-29 20:30:00,0.8491543400596002
2022-09-29 20:35:00,0.8601543400596003
2022-09-29 20:40:00,0.8681543400596003
2022-09-29 20:45:00,0.8761543400596004
2022-09-29 20:50:00,0.8851543400596003
2022-09-29 20:55:00,0.8931543400596003
2022-09-29 21:00:00,0.9001543400596004
2022-09-29 21:05:00,0.9031543400596005
2022-09-29 21:10:00,0.9111543400596005
2022-09-29 21:15:00,0.9161543400596004
2022-09-29 21:20:00,0.9231543400596005
2022-09-29 21:25:00,0.9261543400596002
2022-09-29 21:30:00,0.9261543400596002
2022-09-29 21:35:00,0.9271543400596005
2022-09-29 21:40:00,0.9281543400596004
2022-09-29 21:45:00,0.9261543400596002
2022-09-29 21:50:00,0.9231543400596005
2022-09-29 21:55:00,0.9151543400596005
2022-09-29 22:00:00,0.9091543400596003
2022-09-29 22:05:00,0.8961543400596004
2022-09-29 22:10:00,0.8831543400596005
2022-09-29 22:15:00,0.8681543400596003
2022-09-29 22:20:00,0.8531543400596002
2022-09-29 22:25:00,0.8351543400596004
2022-09-29 22:30:00,0.8121543400596003
2022-09-29 22:35:00,0.7891543400596002
2022-09-29 22:40:00,0.7641543400596003
2022-09-29 22:45:00,0.7371543400596001
2022-09-29 22:50:00,0.7081543400596002
2022-09-29 22:55:00,0.6801543400596002
2022-09-29 23:00:00,0.6491543400596005
2022-09-29 23:05:00,0.6191543400596002
2022-09-29 23:10:00,0.5901543400596003
2022-09-29 23:15:00,0.5601543400596005
2022-09-29 23:20:00,0.5331543400596004
2022-09-29 23:25:00,0.5071543400596001
2022-09-29 23:30:00,0.48415434005960045
2022-09-29 23:35:00,0.4621543400596002
2022-09-29 23:40:00,0.4391543400596005
2022-09-29 23:45:00,0.4241543400596004
2022-09-29 23:50:00,0.4081543400596004
2022-09-29 23:55:00,0.39015434005960015
2022-09-30 00:00:00,0.37015434005960013
2022-09-30 00:05:00,0.3491543400596002
2022-09-30 00:10:00,0.3321543400596003
2022-09-30 00:15:00,0.3131543400596004
2022-09-30 00:20:00,0.2941543400596003
2022-09-30 00:25:00,0.27615434005960027
2022-09-30 00:30:00,0.25615434005960025
2022-09-30 00:35:00,0.23615434005960023
2022-09-30 00:40:00,0.22015434005960022
2022-09-30 00:45:00,0.20215434005960042
2022-09-30 00:50:00,0.1831543400596003
2022-09-30 00:55:00,0.16315434005960028
2022-09-30 01:00:00,0.14515434005960026
2022-09-30 01:05:00,0.12715434005960025
2022-09-30 01:10:00,0.10815434005960034
2022-09-30 01:15:00,0.09015434005960032
2022-09-30 01:20:00,0.06915434005960042
2022-09-30 01:25:00,0.05215434005960029
2022-09-30 01:30:00,0.031154340059600383
2022-09-30 01:35:00,0.01615434005960026
2022-09-30 01:40:00,-0.004845659940399649
2022-09-30 01:45:00,-0.024845659940399667
2022-09-30 01:50:00,-0.044845659940399685
2022-09-30 01:55:00,-0.0588456599403997
2022-09-30 02:00:00,-0.0818456599403996
2022-09-30 02:05:00,-0.10284565994039974
2022-09-30 02:10:00,-0.12184565994039964
2022-09-30 02:15:00,-0.14284565994039977
2022-09-30 02:20:00,-0.16184565994039968
2022-09-30 02:25:00,-0.18084565994039958
2022-09-30 02:30:00,-0.2018456599403997
2022-09-30 02:35:00,-0.22084565994039962
2022-09-30 02:40:00,-0.23684565994039963
2022-09-30 02:45:00,-0.25484565994039965
2022-09-30 02:50:00,-0.2698456599403998
2022-09-30 02:55:00,-0.2858456599403998
2022-09-30 03:00:00,-0.3008456599403997
2022-09-30 03:05:00,-0.3168456599403997
2022-09-30 03:10:00,-0.3238456599403996
2022-09-30 03:15:00,-0.3348456599403997
2022-09-30 03:20:00,-0.34484565994039973
2022-09-30 03:25:00,-0.34684565994039973
2022-09-30 03:30:00,-0.3498456599403996
2022-09-30 03:35:00,-0.34484565994039973
2022-09-30 03:40:00,-0.3398456599403996
2022-09-30 03:45:00,-0.3268456599403997
2022-09-30 03:50:00,-0.3108456599403997
2022-09-30 03:55:00,-0.2898456599403998
2022-09-30 04:00:00,-0.25984565994039976
2022-09-30 04:05:00,-0.22384565994039973
2022-09-30 04:10:00,-0.17884565994039958
2022-09-30 04:15:00,-0.13484565994039976
2022-09-30 04:20:00,-0.08884565994039972
2022-09-30 04:25:00,-0.04084565994039968
2022-09-30 04:30:00,0.004154340059600248
2022-09-30 04:35:00,0.04415434005960028
2022-09-30 04:40:00,0.08815434005960032
2022-09-30 04:45:00,0.12715434005960025
2022-09-30 04:50:00,0.1661543400596004
2022-09-30 04:55:00,0.2041543400596002
2022-09-30 05:00:00,0.24015434005960024
2022-09-30 05:05:00,0.2711543400596004
2022-09-30 05:10:00,0.2991543400596004
2022-09-30 05:15:00,0.3301543400596001
2022-09-30 05:20:00,0.35515434005960045
2022-09-30 05:25:00,0.37915434005960047
2022-09-30 05:30:00,0.40215434005960016
2022-09-30 05:35:00,0.4261543400596002
2022-09-30 05:40:00,0.44715434005960053
2022-09-30 05:45:00,0.4711543400596001
2022-09-30 05:50:00,0.49215434005960046
2022-09-30 05:55:00,0.5161543400596005
2022-09-30 06:00:00,0.5391543400596002
2022-09-30 06:05:00,0.5591543400596002
2022-09-30 06:10:00,0.5821543400596003
2022-09-30 06:15:00,0.6001543400596001
2022-09-30 06:20:00,0.6211543400596005
2022-09-30 06:25:00,0.6401543400596001
2022-09-30 06:30:00,0.6601543400596002
2022-09-30 06:35:00,0.6741543400596004
2022-09-30 06:40:00,0.6941543400596004
2022-09-30 06:45:00,0.7081543400596002
2022-09-30 06:50:00,0.7201543400596002
2022-09-30 06:55:00,0.7351543400596003
2022-09-30 07:00:00,0.7531543400596001
2022-09-30 07:05:00,0.7651543400596001
2022-09-30 07:10:00,0.7731543400596002
2022-09-30 07:15:00,0.7901543400596005
2022-09-30 07:20:00,0.8051543400596002
2022-09-30 07:25:00,0.8151543400596004
2022-09-30 07:30:00,0.8241543400596003
2022-09-30 07:35:00,0.8371543400596002
2022-09-30 07:40:00,0.8481543400596003
2022-09-30 07:45:00,0.8581543400596001
2022-09-30 07:50:00,0.8681543400596003
2022-09-30 07:55:00,0.8761543400596004
2022-09-30 08:00:00,0.8861543400596001
2022-09-30 08:05:00,0.8961543400596004
2022-09-30 08:10:00,0.9081543400596004
2022-09-30 08:15:00,0.9131543400596003
2022-09-30 08:20:00,0.9171543400596003
2022-09-30 08:25:00,0.9241543400596004
2022-09-30 08:30:00,0.9301543400596002
2022-09-30 08:35:00,0.9371543400596003
2022-09-30 08:40:00,0.9411543400596003
2022-09-30 08:45:00,0.9471543400596005
2022-09-30 08:50:00,0.9471543400596005
2022-09-30 08:55:00,0.9481543400596004
2022-09-30 09:00:00,0.9451543400596003
2022-09-30 09:05:00,0.9421543400596002
2022-09-30 09:10:00,0.9391543400596005
2022-09-30 09:15:00,0.9331543400596003
2022-09-30 09:20:00,0.9281543400596004
2022-09-30 09:25:00,0.9201543400596004
2022-09-30 09:30:00,0.9091543400596003
2022-09-30 09:35:00,0.8951543400596005
2022-09-30 09:40:00,0.8791543400596005
2022-09-30 09:45:00,0.8611543400596002
2022-09-30 09:50:00,0.8401543400596003
2022-09-30 09:55:00,0.8171543400596002
2022-09-30 10:00:00,0.7911543400596004
2022-09-30 10:05:00,0.7641543400596003
2022-09-30 10:10:00,0.7371543400596001
2022-09-30 10:15:00,0.7141543400596004
2022-09-30 10:20:00,0.6871543400596003
2022-09-30 10:25:00,0.6571543400596005
2022-09-30 10:30:00,0.6251543400596005
2022-09-30 10:35:00,0.5921543400596001
2022-09-30 10:40:00,0.5621543400596003
2022-09-30 10:45:00,0.5401543400596005
2022-09-30 10:50:00,0.5161543400596005
2022-09-30 10:55:00,0.49415434005960024
2022-09-30 11:00:00,0.47215434005960044
2022-09-30 11:05:00,0.4501543400596002
2022-09-30 11:10:00,0.4291543400596003
2022-09-30 11:15:00,0.4091543400596003
2022-09-30 11:20:00,0.39015434005960015
2022-09-30 11:25:00,0.37015434005960013
2022-09-30 11:30:00,0.3531543400596002
2022-09-30 11:35:00,0.3371543400596002
2022-09-30 11:40:00,0.3181543400596003
2022-09-30 11:45:00,0.3001543400596003
2022-09-30 11:50:00,0.2811543400596004
2022-09-30 11:55:00,0.26115434005960037
2022-09-30 12:00:00,0.24115434005960035
2022-09-30 12:05:00,0.22015434005960022
2022-09-30 12:10:00,0.20215434005960042
2022-09-30 12:15:00,0.1801543400596004
2022-09-30 12:20:00,0.16515434005960028
2022-09-30 12:25:00,0.14815434005960038
2022-09-30 12:30:00,0.12615434005960036
2022-09-30 12:35:00,0.10715434005960023
2022-09-30 12:40:00,0.08815434005960032
2022-09-30 12:45:00,0.06715434005960041
2022-09-30 12:50:00,0.046154340059600285
2022-09-30 12:55:00,0.025154340059600377
2022-09-30 13:00:00,0.00515434005960036
2022-09-30 13:05:00,-0.017845659940399772
2022-09-30 13:10:00,-0.03784565994039979
2022-09-30 13:15:00,-0.0648456599403997
2022-09-30 13:20:00,-0.08484565994039972
2022-09-30 13:25:00,-0.10584565994039963
2022-09-30 13:30:00,-0.13084565994039976
2022-09-30 13:35:00,-0.15484565994039978
2022-09-30 13:40:00,-0.17484565994039958
2022-09-30 13:45:00,-0.1978456599403997
2022-09-30 13:50:00,-0.22384565994039973
2022-09-30 13:55:00,-0.25184565994039976
2022-09-30 14:00:00,-0.27884565994039967
2022-09-30 14:05:00,-0.3048456599403997
2022-09-30 14:10:00,-0.3268456599403997
2022-09-30 14:15:00,-0.35684565994039974
2022-09-30 14:20:00,-0.37684565994039976
2022-09-30 14:25:00,-0.39984565994039967
2022-09-30 14:30:00,-0.4258456599403997
2022-09-30 14:35:00,-0.4538456599403997
2022-09-30 14:40:00,-0.48284565994039963
2022-09-30 14:45:00,-0.5058456599403998
2022-09-30 14:50:00,-0.5298456599403998
2022-09-30 14:55:00,-0.5548456599403997
2022-09-30 15:00:00,-0.5768456599403997
2022-09-30 15:05:00,-0.5998456599403996
2022-09-30 15:10:00,-0.6308456599403998
2022-09-30 15:15:00,-0.6548456599403998
2022-09-30 15:20:00,-0.6838456599403997
2022-09-30 15:25:00,-0.7058456599403997
2022-09-30 15:30:00,-0.7298456599403997
2022-09-30 15:35:00,-0.7498456599403996
2022-09-30 15:40:00,-0.7758456599403997
2022-09-30 15:45:00,-0.7928456599403997
2022-09-30 15:50:00,-0.8148456599403997
2022-09-30 15:55:00,-0.8318456599403997
2022-09-30 16:00:00,-0.8448456599403997
2022-09-30 16:05:00,-0.8568456599403997
2022-09-30 16:10:00,-0.8598456599403996
2022-09-30 16:15:00,-0.8608456599403996
2022-09-30 16:20:00,-0.8578456599403997
2022-09-30 16:25:00,-0.8498456599403997
2022-09-30 16:30:00,-0.8428456599403997
2022-09-30 16:35:00,-0.8318456599403997
2022-09-30 16:40:00,-0.8048456599403997
2022-09-30 16:45:00,-0.7758456599403997
2022-09-30 16:50:00,-0.7428456599403996
2022-09-30 16:55:00,-0.6928456599403997
2022-09-30 17:00:00,-0.6408456599403998
2022-09-30 17:05:00,-0.5768456599403997
2022-09-30 17:10:00,-0.5178456599403998
2022-09-30 17:15:00,-0.4608456599403996
2022-09-30 17:20:00,-0.4068456599403998
2022-09-30 17:25:00,-0.3518456599403996
2022-09-30 17:30:00,-0.2998456599403996
2022-09-30 17:35:00,-0.24884565994039964
2022-09-30 17:40:00,-0.1978456599403997
2022-09-30 17:45:00,-0.15484565994039978
2022-09-30 17:50:00,-0.11384565994039963
2022-09-30 17:55:00,-0.0778456599403996
2022-09-30 18:00:00,-0.044845659940399685
2022-09-30 18:05:00,-0.013845659940399768
2022-09-30 18:10:00,0.01615434005960026
2022-09-30 18:15:00,0.03715434005960039
2022-09-30 18:20:00,0.07815434005960031
2022-09-30 18:25:00,0.10615434005960034
2022-09-30 18:30:00,0.13215434005960036
2022-09-30 18:35:00,0.15915434005960027
2022-09-30 18:40:00,0.1911543400596003
2022-09-30 18:45:00,0.21715434005960033
2022-09-30 18:50:00,0.24615434005960024
2022-09-30 18:55:00,0.2751543400596004
2022-09-30 19:00:00,0.3031543400596004
2022-09-30 19:05:00,0.3271543400596004
2022-09-30 19:10:00,0.35215434005960033
2022-09-30 19:15:00,0.37915434005960047
2022-09-30 19:20:00,0.4041543400596004
2022-09-30 19:25:00,0.4281543400596004
2022-09-30 19:30:00,0.4491543400596003
2022-09-30 19:35:00,0.4651543400596003
2022-09-30 19:40:00,0.4831543400596001
2022-09-30 19:45:00,0.5061543400596002
2022-09-30 19:50:00,0.5261543400596003
2022-09-30 19:55:00,0.5461543400596003
2022-09-30 20:00:00,0.5631543400596002
2022-09-30 20:05:00,0.5851543400596004
2022-09-30 20:10:00,0.6061543400596003
2022-09-30 20:15:00,0.6221543400596004
2022-09-30 20:20:00,0.6391543400596003
2022-09-30 20:25:00,0.6541543400596004
2022-09-30 20:30:00,0.6721543400596002
2022-09-30 20:35:00,0.6871543400596003
2022-09-30 20:40:00,0.7051543400596001
2022-09-30 20:45:00,0.7221543400596004
2022-09-30 20:50:00,0.7331543400596001
2022-09-30 20:55:00,0.7501543400596005
2022-09-30 21:00:00,0.7601543400596003
2022-09-30 21:05:00,0.7711543400596004
2022-09-30 21:10:00,0.7761543400596003
2022-09-30 21:15:00,0.7911543400596004
2022-09-30 21:20:00,0.8031543400596004
2022-09-30 21:25:00,0.8111543400596004
2022-09-30 21:30:00,0.8171543400596002
2022-09-30 21:35:00,0.8271543400596004
2022-09-30 21:40:00,0.8341543400596001
2022-09-30 21:45:00,0.8411543400596002
2022-09-30 21:50:00,0.8491543400596002
2022-09-30 21:55:00,0.8511543400596004
2022-09-30 22:00:00,0.8541543400596001
2022-09-30 22:05:00,0.8561543400596003
2022-09-30 22:10:00,0.8561543400596003
2022-09-30 22:15:00,0.8561543400596003
2022-09-30 22:20:00,0.8551543400596004
2022-09-30 22:25:00,0.8521543400596003
2022-09-30 22:30:00,0.8481543400596003
2022-09-30 22:35:00,0.8441543400596003
2022-09-30 22:40:00,0.8371543400596002
2022-09-30 22:45:00,0.8251543400596002
2022-09-30 22:50:00,0.8121543400596003
2022-09-30 22:55:00,0.7991543400596004
2022-09-30 23:00:00,0.7861543400596005
2022-09-30 23:05:00,0.7701543400596005
2022-09-30 23:10:00,0.7501543400596005
2022-09-30 23:15:00,0.7291543400596001
2022-09-30 23:20:00,0.7051543400596001
2022-09-30 23:25:00,0.6801543400596002
2022-09-30 23:30:00,0.6571543400596005
2022-09-30 23:35:00,0.6331543400596005
2022-09-30 23:40:00,0.6101543400596003
2022-09-30 23:45:00,0.5851543400596004
2022-09-30 23:50:00,0.5611543400596004
2022-09-30 23:55:00,0.5321543400596005
2022-10-01 00:00:00,0.5051543400596004
2022-10-01 00:05:00,0.4781543400596002
2022-10-01 00:10:00,0.4571543400596003
2022-10-01 00:15:00,0.4361543400596004
2022-10-01 00:20:00,0.4161543400596004
2022-10-01 00:25:00,0.39415434005960015
2022-10-01 00:30:00,0.37415434005960013
2022-10-01 00:35:00,0.35215434005960033
2022-10-01 00:40:00,0.3331543400596002
2022-10-01 00:45:00,0.3141543400596003
2022-10-01 00:50:00,0.2921543400596003
2022-10-01 00:55:00,0.27415434005960027
2022-10-01 01:00:00,0.26015434005960025
2022-10-01 01:05:00,0.24115434005960035
2022-10-01 01:10:00,0.22315434005960033
2022-10-01 01:15:00,0.20215434005960042
2022-10-01 01:20:00,0.1831543400596003
2022-10-01 01:25:00,0.16315434005960028
2022-10-01 01:30:00,0.14415434005960037
2022-10-01 01:35:00,0.13015434005960036
2022-10-01 01:40:00,0.10815434005960034
2022-10-01 01:45:00,0.08915434005960021
2022-10-01 01:50:00,0.0701543400596003
2022-10-01 01:55:00,0.0531543400596004
2022-10-01 02:00:00,0.03715434005960039
2022-10-01 02:05:00,0.020154340059600262
2022-10-01 02:10:00,0.00015434005960024422
2022-10-01 02:15:00,-0.019845659940399774
2022-10-01 02:20:00,-0.033845659940399786
2022-10-01 02:25:00,-0.05084565994039969
2022-10-01 02:30:00,-0.07084565994039971
2022-10-01 02:35:00,-0.08684565994039972
2022-10-01 02:40:00,-0.10784565994039963
2022-10-01 02:45:00,-0.12384565994039964
2022-10-01 02:50:00,-0.13884565994039977
2022-10-01 02:55:00,-0.15384565994039967
2022-10-01 03:00:00,-0.1718456599403997
2022-10-01 03:05:00,-0.1898456599403997
2022-10-01 03:10:00,-0.2068456599403996
2022-10-01 03:15:00,-0.21784565994039973
2022-10-01 03:20:00,-0.23284565994039963
2022-10-01 03:25:00,-0.24484565994039964
2022-10-01 03:30:00,-0.25984565994039976
2022-10-01 03:35:00,-0.2698456599403998
2022-10-01 03:40:00,-0.2808456599403997
2022-10-01 03:45:00,-0.2878456599403998
2022-10-01 03:50:00,-0.2888456599403997
2022-10-01 03:55:00,-0.2918456599403998
2022-10-01 04:00:00,-0.2898456599403998
2022-10-01 04:05:00,-0.2848456599403997
2022-10-01 04:10:00,-0.27684565994039967
2022-10-01 04:15:00,-0.26284565994039966
2022-10-01 04:20:00,-0.24584565994039975
2022-10-01 04:25:00,-0.22384565994039973
2022-10-01 04:30:00,-0.1918456599403997
2022-10-01 04:35:00,-0.15884565994039979
2022-10-01 04:40:00,-0.11984565994039964
2022-10-01 04:45:00,-0.0778456599403996
2022-10-01 04:50:00,-0.032845659940399674
2022-10-01 04:55:00,0.009154340059600363
2022-10-01 05:00:00,0.04815434005960029
2022-10-01 05:05:00,0.08815434005960032
2022-10-01 05:10:00,0.12615434005960036
2022-10-01 05:15:00,0.1641543400596004
2022-10-01 05:20:00,0.20215434005960042
2022-10-01 05:25:00,0.23715434005960034
2022-10-01 05:30:00,0.26915434005960037
2022-10-01 05:35:00,0.3001543400596003
2022-10-01 05:40:00,0.3251543400596004
2022-10-01 05:45:00,0.34815434005960033
2022-10-01 05:50:00,0.36815434005960035
2022-10-01 05:55:00,0.39015434005960015
2022-10-01 06:00:00,0.4111543400596005
2022-10-01 06:05:00,0.4311543400596005
2022-10-01 06:10:00,0.4501543400596002
2022-10-01 06:15:00,0.4701543400596002
2022-10-01 06:20:00,0.4911543400596001
2022-10-01 06:25:00,0.5151543400596001
2022-10-01 06:30:00,0.5311543400596002
2022-10-01 06:35:00,0.5501543400596003
2022-10-01 06:40:00,0.5681543400596005
2022-10-01 06:45:00,0.5881543400596001
2022-10-01 06:50:00,0.6051543400596004
2022-10-01 06:55:00,0.6221543400596004
2022-10-01 07:00:00,0.6361543400596001
2022-10-01 07:05:00,0.6521543400596002
2022-10-01 07:10:00,0.6671543400596003
2022-10-01 07:15:00,0.6771543400596005
2022-10-01 07:20:00,0.6871543400596003
2022-10-01 07:25:00,0.7001543400596002
2022-10-01 07:30:00,0.7161543400596002
2022-10-01 07:35:00,0.7291543400596001
2022-10-01 07:40:00,0.7391543400596003
2022-10-01 07:45:00,0.7501543400596005
2022-10-01 07:50:00,0.7621543400596005
2022-10-01 07:55:00,0.7741543400596005
2022-10-01 08:00:00,0.7821543400596005
2022-10-01 08:05:00,0.7931543400596002
2022-10-01 08:10:00,0.8011543400596002
2022-10-01 08:15:00,0.8161543400596003
2022-10-01 08:20:00,0.8171543400596002
2022-10-01 08:25:00,0.8271543400596004
2022-10-01 08:30:00,0.8371543400596002
2022-10-01 08:35:00,0.8471543400596004
2022-10-01 08:40:00,0.8471543400596004
2022-10-01 08:45:00,0.8591543400596005
2022-10-01 08:50:00,0.8631543400596005
2022-10-01 08:55:00,0.8661543400596001
2022-10-01 09:00:00,0.8681543400596003
2022-10-01 09:05:00,0.8701543400596001
2022-10-01 09:10:00,0.8751543400596005
2022-10-01 09:15:00,0.8731543400596002
2022-10-01 09:20:00,0.8761543400596004
2022-10-01 09:25:00,0.8681543400596003
2022-10-01 09:30:00,0.8641543400596003
2022-10-01 09:35:00,0.8531543400596002
2022-10-01 09:40:00,0.8471543400596004
2022-10-01 09:45:00,0.8361543400596003
2022-10-01 09:50:00,0.8271543400596004
2022-10-01 09:55:00,0.8111543400596004
2022-10-01 10:00:00,0.8001543400596003
2022-10-01 10:05:00,0.7831543400596004
2022-10-01 10:10:00,0.7761543400596003
2022-10-01 10:15:00,0.7511543400596004
2022-10-01 10:20:00,0.7211543400596001
2022-10-01 10:25:00,0.7061543400596004
2022-10-01 10:30:00,0.6761543400596002
2022-10-01 10:35:00,0.6601543400596002
2022-10-01 10:40:00,0.6411543400596005
2022-10-01 10:45:00,0.6051543400596004
2022-10-01 10:50:00,0.5851543400596004
2022-10-01 10:55:00,0.5571543400596004
2022-10-01 11:00:00,0.5311543400596002
2022-10-01 11:05:00,0.5081543400596005
2022-10-01 11:10:00,0.4911543400596001
2022-10-01 11:15:00,0.4741543400596002
2022-10-01 11:20:00,0.4571543400596003
2022-10-01 11:25:00,0.4361543400596004
2022-10-01 11:30:00,0.41815434005960017
2022-10-01 11:35:00,0.3961543400596004
2022-10-01 11:40:00,0.37815434005960014
2022-10-01 11:45:00,0.36115434005960023
2022-10-01 11:50:00,0.3441543400596003
2022-10-01 11:55:00,0.3261543400596003
2022-10-01 12:00:00,0.3061543400596003
2022-10-01 12:05:00,0.2881543400596003
2022-10-01 12:10:00,0.26815434005960026
2022-10-01 12:15:00,0.24915434005960035
2022-10-01 12:20:00,0.22815434005960022
2022-10-01 12:25:00,0.20915434005960032
2022-10-01 12:30:00,0.1911543400596003
2022-10-01 12:35:00,0.1681543400596004
2022-10-01 12:40:00,0.15015434005960038
2022-10-01 12:45:00,0.13615434005960037
2022-10-01 12:50:00,0.11415434005960035
2022-10-01 12:55:00,0.09115434005960021
2022-10-01 13:00:00,0.07115434005960042
2022-10-01 13:05:00,0.0531543400596004
2022-10-01 13:10:00,0.03015434005960027
2022-10-01 13:15:00,0.011154340059600365
2022-10-01 13:20:00,-0.014845659940399658
2022-10-01 13:25:00,-0.031845659940399784
2022-10-01 13:30:00,-0.0588456599403997
2022-10-01 13:35:00,-0.0798456599403996
2022-10-01 13:40:00,-0.10384565994039963
2022-10-01 13:45:00,-0.12184565994039964
